label,events_per_second_ratio,idle_ratio,brainrot_ratio,productive_ratio,keyboard_to_scroll_ratio,event_rate_variance,scroll_direction_changes
focused,13.441666666666666,0.0030998140111593306,0.0,1.0,0.365684574367679,46247.44444444445,38
focused,10.308333333333334,0.0064672594987873885,0.0,1.0,0.38336052124923825,67293.27777777777,44
focused,6.766666666666667,0.009852216748768473,0.0,1.0,1.1705882297028374,12506.944444444443,18
focused,8.608333333333333,0.001936108422071636,0.0,1.0,1.964285690129677,25102.696428571428,8
focused,7.083333333333333,0.004705882352941176,0.0,1.0,1.2083333247743058,14975.277777777777,20
focused,11.9,0.004201680672268907,0.0,1.0,0.12595005409353238,71418.66666666667,262
focused,18.516666666666666,0.0031503150315031502,0.0,1.0,0.10262345661417491,90124.3611111111,384
focused,15.8,0.005274261603375527,0.0,1.0,0.21229050223114135,58278.75000000001,184
focused,18.725,0.003115264797507788,0.0,0.7716955941255007,0.13246753208096812,37176.00000000001,212
focused,30.008333333333333,0.0011108025548458762,0.004998611496806442,0.7825603998889198,0.013749999969053907,64537.36111111112,488
focused,29.016666666666666,0.0017231476163124641,0.005169442848937392,0.9224583572659392,0.07894736820183831,78795.11111111111,370
focused,19.033333333333335,0.002626970227670753,0.0,1.0,0.9463414528710055,36114.194444444445,52
focused,18.208333333333332,0.0018306636155606408,0.0,1.0,0.45823388782520036,48671.194444444445,74
focused,11.55,0.0021645021645021645,0.0,1.0,0.5803357294859823,50159.75,74
focused,4.791666666666667,0.010434782608695653,0.0,1.0,478260869.5652174,3989.6111111111113,0
focused,16.675,0.0034982508745627187,0.01999000499750125,0.9800099950024987,0.1825307946637804,58376.24999999999,252
focused,24.783333333333335,0.0016812373907195697,0.03665097511768662,0.929724277067922,0.03907637645096523,94529.52777777778,316
focused,15.158333333333333,0.0038482682792743265,0.03793293018141836,0.6783947223749313,0.01797385615572803,46729.61111111112,82
focused,9.458333333333334,0.004405286343612335,0.0,0.0722466960352423,0.0,3272.861111111111,80
focused,14.966666666666667,0.0011135857461024498,0.0,0.48051224944320714,0.0,28359.777777777774,164
