label,events_per_second_ratio,idle_ratio,brainrot_ratio,productive_ratio,keyboard_to_scroll_ratio,event_rate_variance,scroll_direction_changes
focused,4.158333333333333,0.002004008016032064,0.1963927855711423,0.0,0.0,13406.333333333332,0
focused,6.6,0.0025252525252525255,0.03409090909090909,0.48737373737373735,0.0,42577.0,78
focused,6.6,0.0025252525252525255,0.03409090909090909,0.48737373737373735,0.0,42577.0,78
focused,5.683333333333334,0.0,0.0,0.0,0.0,0.0,54
focused,7.958333333333333,0.0010471204188481676,0.0,0.0,0.0,68227.28571428572,54
focused,2.275,0.0,0.0,0.0,0.0,0.0,0
focused,1.6333333333333333,0.0,0.0,0.0,0.0,0.0,0
focused,1.6333333333333333,0.0,0.0,0.0,0.0,0.0,0
focused,4.358333333333333,0.0019120458891013384,0.08604206500956023,0.01338432122370937,0.0,26680.5,22
focused,3.775,0.002207505518763797,0.09933774834437085,0.01545253863134658,0.0,45300.5,22
focused,4.058333333333334,0.004106776180698152,0.0,0.0,0.0,3237.333333333333,0
focused,7.433333333333334,0.0033632286995515697,0.0,0.0,0.01153846149887574,17534.3,78
focused,11.5,0.002898550724637681,0.0,0.0,0.004658385083185448,68313.71428571429,190
focused,11.316666666666666,0.0022091310751104565,0.0,0.0,0.0,74527.46666666665,132
focused,3.191666666666667,0.0,0.0,0.0,0.0,8064.5,20
focused,2.533333333333333,0.0,0.0,0.0,0.0,0.0,0
focused,2.533333333333333,0.0,0.0,0.0,0.0,0.0,0
focused,1.6083333333333334,0.0,0.0,0.0,0.0,0.0,0
focused,1.6083333333333334,0.0,0.0,0.0,0.0,0.0,0
focused,7.733333333333333,0.0,0.14224137931034483,0.540948275862069,0.0,79657.33333333334,155
focused,9.416666666666666,0.0,0.1663716814159292,0.4743362831858407,0.0,37641.333333333336,163
focused,1.6833333333333333,0.0,0.27722772277227725,0.16831683168316833,0.0,0.0,8
focused,1.6,0.005208333333333333,0.7708333333333334,0.026041666666666668,0.0,2826.6666666666665,0
focused,6.783333333333333,0.0036855036855036856,0.785012285012285,0.006142506142506142,0.0,3650.5,98
focused,10.266666666666667,0.0016233766233766235,0.8262987012987013,0.0,0.0053050397791302275,1933.861111111111,192
focused,10.391666666666667,0.0024057738572574178,0.8708901363271853,0.0,0.004854368924692478,1862.2777777777778,180
focused,10.275,0.0024330900243309003,0.9367396593673966,0.0,0.0,2413.0,118
focused,10.583333333333334,0.0007874015748031496,1.0,0.0,0.0,2262.611111111111,71
focused,10.633333333333333,0.0007836990595611285,1.0,0.0,0.0,1959.9444444444443,136
focused,9.916666666666666,0.0016806722689075631,0.8319327731092437,0.0,0.0,3302.194444444445,156
focused,8.008333333333333,0.001040582726326743,0.4037460978147763,0.0,0.0,35999.7,66
focused,7.458333333333333,0.0011173184357541898,0.0,0.0,0.0,31331.766666666663,86
focused,10.225,0.0008149959250203749,0.0,0.0,0.0,45013.1,84
focused,14.141666666666667,0.002357100766057749,0.0,0.0,0.0,36297.027777777774,34
focused,12.958333333333334,0.0038585209003215433,0.0006430868167202572,0.0,0.0,19341.944444444445,44
